,職業,キャラクター,レベル,ポイント
1,n0,ZODIAC6168,1822,21624
2,n10,はなおとめ,1333,10892
3,n19,おーいえ,2015,8189
4,n2,9rpm,1932,6372
5,n4,ｲﾝﾀｰﾈｯﾄ撲殺ﾏﾝ,1370,6286
6,n1,シュガ♪,2001,5159
7,n5,【ポッセ】,2005,5127
8,n9,さなっしー,1833,4721
9,n10,ぷーちゃん♪,2037,4590
10,n19,解離,1491,4431
11,n4,誇り無き教主,1355,4316
12,n10,アル・シェリ,1018,4195
13,n7,風の歌,2017,4087
14,n16,ScarletRuby,931,3988
15,n21,ループド,2003,3940
16,n1,katsuxxx,1959,3767
17,n9,らっきーよだすけ,1964,3650
18,n2,創造神皇ダニエル,1272,3611
19,n13,瑞穂りん,2011,3562
20,n8,愛犬サクラ,2005,3554
21,n6,＋カイト＋,2021,3417
22,n2,§エス§,2025,3394
23,n2,ハスラム,1138,3359
24,n2,sevencraw,1255,3346
25,n0,捨ノ型・生生流転,2000,3270
26,n16,カマキリ令嬢,2034,3265
27,n9,covid,2021,3240
28,n19,みどり先輩,2003,3165
29,n9,Spallow_Tail,2000,3156
30,n2,残兵首領,1468,3142
31,n7,地下室,1054,3102
32,n2,Diamant,1468,3042
33,n5,シル星,2027,3026
34,n8,とろっとろ牛すじ,2002,2990
35,n16,ボイン姉ちゃん,1857,2925
36,n9,りんじょー,2050,2847
37,n9,趣味は・・・矢,2012,2847
38,n7,ぷいきゅあ～,1987,2834
39,n10,みゅうごろう,2001,2825
40,n2,リタリン,952,2670
41,n1,戦士ちゃま,1689,2614
42,n3,ｂｏｗ‐ｗｏｗ,2030,2610
43,n5,狼輝,2030,2581
44,n7,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,1731,2540
45,n0,ｷｰｽ･ｶｲ,1410,2502
46,n12,岡部誠∵,1560,2465
47,n19,ｹﾓ蔵,1532,2452
48,n16,UnBiR,2034,2423
49,n1,RORONOA＋ZORO,1256,2379
50,n0,ヘビー,1369,2354
51,n16,タメヴィアータ。,2021,2315
52,n7,神風の隼,1985,2308
53,n13,RelMayer,1762,2257
54,n19,狛狗,1928,2256
55,n1,マイシャローナ,1903,2242
56,n12,らいみん,1505,2226
57,n6,sunafu,2031,2194
58,n20,つばきひめ,1655,2169
59,n9,ゅぅぁ,1775,2124
60,n19,J・T・Sサム,1676,2110
61,n1,じみ～,1751,2102
62,n21,メロメロイド,1418,2083
63,n20,アーリア。,2004,2078
64,n4,誇り無き追放天使,1305,2061
65,n6,BILL・PEACE,1506,2036
66,n9,えいしぐ,2000,2035
67,n9,甘栗うっまW,2035,2031
68,n19,にきや,1994,2027
69,n19,間衣華,1785,2022
70,n0,カラー、,1052,1971
71,n4,☆ショップ☆,1800,1959
72,n1,DXUキャプテンUSA,2011,1958
73,n4,ﾀｲｶﾞｰﾒﾛﾝ,2000,1931
74,n2,daRinki,1605,1908
75,n9,城咲ロミオ,2000,1876
76,n9,ooよーだoo,1271,1873
77,n11,笛吹奏,1904,1861
78,n4,おいえ天使,1506,1834
79,n9,つんで･れい,2000,1830
80,n10,アネット姫,722,1823
81,n8,↑ウラチャ↑,1304,1812
82,n4,如雷戦,2000,1794
83,n13,魔凜,2000,1790
84,n8,CV種田梨沙,1707,1764
85,n19,たこち,2000,1724
86,n17,アンヘル＿,1522,1709
87,n20,しらたま団子ＬＬ,2005,1692
88,n6,めぎぃ,1832,1690
89,n16,mikaoto,1871,1689
90,n16,鷸榧,2001,1651
91,n5,鉄かぶと,2000,1649
92,n19,獣☆ホブス,2000,1646
93,n20,Narmaya,2022,1644
94,n7,ナイア君,875,1637
95,n9,†卍キリト卍†,2005,1634
96,n9,お～い恋茶,2006,1627
97,n6,CV水瀬いのり,1861,1624
98,n2,STANSFIELD,1737,1622
99,n1,トラウトサーモン,1861,1618
100,n25,おぃ、止まれ！？,2003,1616
