,-,職業,キャラクター,レベル,転生回数
1,-,,mttt,2032,5
2,-,,永遠の暗闇,2031,5
3,-,,ΨtinariΨ,2030,5
4,-,,カカオ零,2030,5
5,-,,vellr1a,2030,5
6,-,,対立ちゃん,2029,5
7,-,,骨ラーメン☆,2026,5
8,-,,krisu,2023,5
9,-,,ドカ食い気絶部,2020,5
10,-,,サイバーナイト,2019,5
11,-,,マゼ・ドレーク,2018,5
12,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,2017,5
13,-,,KUREHA_GtS,2016,5
14,-,,うにゃDX,2014,5
15,-,,たいやきあんこ,2013,5
16,-,,ﾌｪﾘｱ,2012,5
17,-,,甘酒ココア,2012,5
18,-,,hanacyan,2011,5
19,-,,ずっさん,2010,5
20,-,,ψXENOψ,2010,5
21,-,,思いやりGDX,2010,5
22,-,,ウリ☆,2010,5
23,-,,ちよし姫,2010,5
24,-,,ちゃらめる,2009,5
25,-,,ﾛｰﾈﾙ,2009,5
26,-,,もぐらⅲ,2007,5
27,-,,HGRY,2007,5
28,-,,ろずこ,2006,5
29,-,,あまぞねす。,2006,5
30,-,,マハーデーヴィー,2006,5
31,-,,marui11111,2006,5
32,-,,FILIBUSTER,2006,5
33,-,,ξスロウξ,2005,5
34,-,,ああ播磨灘,2005,5
35,-,,ほしめろちゃん,2005,5
36,-,,蜜月抄,2005,5
37,-,,にゃ～ん（笑）,2005,5
38,-,,純燼,2005,5
39,-,,_とろ_,2004,5
40,-,,†LightSide†,2004,5
41,-,,アクシズ教神官,2004,5
42,-,,黒虎ちゃん,2004,5
43,-,,アリス・ワンダー,2004,5
44,-,,lave｡,2004,5
45,-,,Bird_of_Hermes,2004,5
46,-,,うなぎ。,2004,5
47,-,,らびゅりんす,2004,5
48,-,,＊鬼鮫＊,2003,5
49,-,,☆キノ♪,2003,5
50,-,,♯夕さま,2003,5
